N,Z
5527,-196
5528,-244
5529,-270
5530,-234
5531,-240
5532,-256
5533,-236
5534,-208
5535,-246
5536,-258
5537,-242
5538,-236
5539,-244
5540,-218
5541,-236
5542,-252
5543,-254
5544,-228
6801,-222
6802,-192
6803,-288
6804,-224
6805,-178
6806,-278
6807,-262
6808,-200
6809,-254
6810,-268
6811,-206
6812,-224
6813,-260
6814,-232
6815,-246
6816,-250
6817,-216
6818,-230
6819,-252
6820,-244
6821,-242
6822,-242
6823,-226
6824,-228
6825,-246
6826,-234
6827,-248
6828,-250
6829,-228
6830,-224
6831,-242
6832,-250
6833,-230
6834,-242
6835,-242
6836,-242
6837,-234
6838,-248
6839,-250
6840,-234
6841,-236
6842,-234
6843,-226
6844,-236
6845,-250
6846,-236
6847,-226
6848,-260
6849,-250
6850,-230
6851,-238
6852,-256
6853,-244
6854,-228
6855,-242
6856,-242
6857,-232
6858,-232
6859,-256
6860,-240
6861,-228
6862,-234
6863,-228
6864,-236
6865,-244
6866,-242
6867,-216
6868,-228
6869,-240
6870,-232
6871,-230
6872,-248
6873,-216
6874,-276
6875,-314
6876,-126
6877,-94
6878,-406
6879,-350
6880,-64
6881,-222
6882,-348
6883,-168
6884,-228
6885,-320
6886,-196
6887,-184
6888,-292
6889,-242
6890,-180
6891,-250
6892,-274
6893,-212
6894,-206
6895,-216
6896,-244
6897,-264
6898,-272
6899,-224
6900,-202
6901,-240
6902,-238
6903,-232
6904,-248
6905,-234
6906,-240
6907,-240
6908,-234
6909,-236
6910,-250
6911,-226
6912,-222
6913,-234
6914,-240
6915,-238
6916,-238
6917,-238
6918,-224
6919,-220
6920,-236
6921,-254
6922,-232
6923,-250
6924,-238
6925,-218
6926,-232
6927,-250
6928,-224
6929,-208
6930,-256
6931,-246
6932,-224
6933,-218
6934,-268
6935,-242
6936,-222
6937,-256
6938,-240
6939,-230
6940,-230
6941,-258
6942,-234
6943,-222
6944,-248
6945,-248
6946,-238
6947,-244
6948,-248
6949,-228
6950,-242
6951,-222
6952,-226
6953,-256
6954,-226
6955,-190
6956,-252
6957,-360
6958,-202
6959,-100
6960,-318
6961,-316
6962,-152
6963,-234
6964,-304
6965,-190
6966,-228
6967,-328
6968,-232
6969,-192
6970,-288
6971,-186
6972,-268
6973,-272
6974,-230
6975,-256
6976,-224
6977,-214
6978,-250
6979,-264
6980,-240
6981,-246
6982,-246
6983,-228
6984,-238
6985,-256
6986,-250
6987,-256
6988,-244
6989,-226
6990,-242
6991,-254
6992,-238
6993,-232
6994,-244
6995,-226
6996,-226
6997,-242
6998,-256
6999,-248
7000,-240
7001,-244
7002,-246
7003,-230
7004,-232
7005,-256
7006,-238
7007,-238
7008,-254
7009,-240
7010,-212
7011,-246
7012,-266
7013,-222
7014,-240
7015,-248
7016,-238
7017,-224
7018,-246
7019,-254
7020,-220
7021,-238
7022,-246
7023,-234
7024,-232
7025,-248
7026,-246
7027,-232
7028,-246
7029,-250
7030,-238
7031,-234
7032,-228
7033,-242
7034,-320
7035,-266
7036,-58
7037,-212
7038,-466
7039,-222
7040,-76
7041,-330
7042,-296
7043,-148
7044,-286
7045,-296
7046,-168
7047,-240
7048,-306
7049,-212
7050,-218
7051,-298
7052,-234
7053,-202
7054,-220
7055,-238
7056,-222
7057,-260
7058,-260
7059,-224
7060,-222
7061,-252
7062,-232
7063,-248
7064,-258
7065,-234
7066,-238
7067,-220
7068,-226
7069,-256
7070,-256
7071,-232
7072,-240
7073,-232
7074,-240
7075,-242
7076,-240
7077,-224
7078,-228
7079,-228
7080,-250
7638,-244
7639,-244
7640,-248
7641,-244
7642,-232
7643,-242
7644,-244
7645,-234
7646,-234
7647,-240
7648,-236
7649,-226
7650,-246
7651,-242
7652,-252
7653,-256
7654,-248
7655,-236
7656,-228
7657,-246
7658,-254
7659,-234
7660,-232
7661,-244
7662,-236
7663,-248
7664,-254
7665,-242
7666,-252
7667,-240
7668,-228
7669,-236
7670,-258
7671,-218
7672,-216
7673,-290
7674,-296
7675,-118
7676,-162
7677,-358
7678,-288
7679,-164
7680,-274
7681,-232
7682,-164
7683,-290
7684,-266
7685,-178
7686,-252
7687,-270
7688,-188
7689,-228
7690,-266
7691,-236
7692,-254
7693,-234
7694,-210
7695,-238
7696,-262
7697,-256
7698,-244
7699,-238
7700,-236
7701,-228
7702,-256
7703,-256
7704,-226
7705,-230
7706,-244
7707,-230
7708,-238
7709,-260
7710,-236
7711,-242
7712,-246
7713,-238
7714,-212
7715,-240
7716,-238
7717,-228
7718,-242
7719,-256
7720,-236
7721,-240
7722,-256
7723,-248
7724,-222
7725,-242
7726,-226
7727,-224
7728,-250
7729,-240
7730,-218
7731,-244
7732,-250
7733,-232
7734,-232
7735,-242
7736,-228
7737,-240
7738,-250
7739,-240
7740,-236
7741,-242
7742,-232
7743,-226
7744,-238
7745,-258
7746,-246
7747,-228
7748,-248
7749,-230
7750,-226
7751,-256
7752,-214
7753,-192
7754,-272
7755,-332
7756,-204
7757,-142
7758,-280
7759,-282
7760,-198
7761,-258
7762,-264
7763,-198
7764,-216
7765,-260
7766,-236
7767,-220
7768,-270
7769,-230
7770,-200
7771,-234
7772,-248
7773,-242
7774,-242
7775,-240
7776,-220
8197,-232
8198,-236
8199,-236
8200,-234
8201,-256
8202,-250
8203,-226
8204,-232
8205,-248
8206,-226
8207,-230
8208,-250
8209,-242
8210,-198
8211,-236
8212,-260
8213,-238
8214,-234
8215,-264
8216,-236
8217,-196
8218,-250
8219,-258
8220,-228
8221,-232
8222,-240
8223,-228
8224,-242
8225,-252
8226,-250
8227,-246
8228,-234
8229,-230
8230,-240
8231,-244
8232,-194
8233,-186
8234,-300
8235,-322
8236,-144
8237,-158
8238,-328
8239,-260
8240,-164
8241,-260
8242,-264
8243,-172
8244,-256
8245,-286
8246,-210
8247,-220
8248,-280
8249,-218
8250,-188
8251,-272
8252,-240
8253,-236
8254,-238
8255,-208
8256,-210
8257,-240
8258,-244
8259,-240
8260,-254
8261,-236
8262,-224
8263,-242
8264,-226
8265,-228
8266,-252
8267,-248
8268,-218
8269,-228
8270,-232
8271,-250
8272,-232
8273,-246
8274,-234
8275,-242
8276,-240
8277,-246
8278,-232
8279,-234
8280,-232
8281,-242
8282,-222
8283,-246
8284,-256
8285,-244
8286,-244
8287,-256
8288,-224
8289,-224
8290,-250
8291,-230
8292,-246
8293,-252
8294,-236
8295,-232
8296,-252
8297,-240
8298,-226
8299,-240
8300,-238
8301,-226
8302,-248
8303,-244
8304,-246
8305,-236
8306,-242
8307,-236
8308,-238
8309,-242
8310,-226
8311,-266
8312,-320
8313,-196
8314,-66
8315,-290
8316,-430
8317,-134
8318,-128
8319,-358
8320,-230
8321,-162
8322,-318
8323,-264
8324,-148
8325,-244
8326,-298
8327,-198
8328,-224
8329,-312
8330,-236
8331,-196
8332,-238
8333,-240
8334,-232
8335,-280
8336,-250
8477,-328
8478,-64
8479,-234
8480,-348
8481,-210
8482,-326
8483,-194
8484,-156
8485,-304
8486,-240
8487,-186
8488,-274
8489,-288
8490,-192
8491,-226
8492,-256
8493,-210
8494,-260
8495,-276
8496,-226
8497,-220
8498,-234
8499,-222
8500,-252
8501,-256
8502,-232
8503,-248
8504,-234
8505,-216
8506,-256
8507,-256
8508,-238
8509,-250
8510,-252
8511,-242
8512,-246
8513,-244
8514,-234
8515,-244
8516,-246
8517,-232
8518,-236
8519,-238
8520,-244
8521,-264
8522,-228
8523,-228
8524,-248
8525,-234
8526,-224
8527,-262
8528,-254
8529,-216
8530,-226
8531,-262
8532,-232
8533,-220
8534,-264
8535,-248
8536,-210
8537,-256
8538,-260
8539,-228
8540,-232
8541,-242
8542,-234
8543,-228
8544,-242
8545,-264
8546,-242
8547,-234
8548,-240
8549,-250
8550,-250
8551,-218
8552,-186
8553,-286
8554,-344
8555,-192
8556,-130
8557,-330
8558,-300
8559,-154
8560,-250
8561,-292
8562,-174
8563,-216
8564,-292
8565,-212
8566,-202
8567,-276
8568,-240
8569,-198
8570,-254
8571,-258
8572,-238
8573,-268
8574,-242
8575,-214
8576,-246
8577,-242
8578,-234
8579,-256
8580,-238
8581,-220
8582,-248
8583,-234
8584,-234
8585,-260
8586,-246
8587,-214
8588,-236
8589,-254
8590,-230
8591,-262
8592,-266
8593,-244
8594,-232
8595,-242
8596,-230
8597,-240
8598,-232
8599,-236
8600,-240
8601,-218
8602,-248
8603,-256
8604,-242
8605,-240
8606,-236
8607,-232
8608,-212
8609,-252
8610,-244
8611,-210
8612,-224
8613,-258
8614,-234
8615,-224
8616,-262
8617,-246
8618,-214
8619,-254
8620,-230
8621,-218
8622,-224
8623,-252
8624,-224
8625,-232
8626,-234
8627,-248
8628,-254
8629,-220
8630,-220
8631,-244
8632,-306
8633,-246
8634,-62
8635,-224
8636,-454
8637,-198
8638,-72
8639,-332
8640,-302
8641,-128
8642,-272
8643,-306
8644,-156
8645,-206
8646,-306
8647,-216
8648,-196
8649,-300
8650,-262
8651,-194
8652,-240
8653,-230
8654,-226
8655,-260
8656,-258
8657,-216
8658,-242
8659,-224
8660,-224
8661,-258
8662,-244
8663,-250
8664,-254
8665,-220
8666,-244
8667,-242
8668,-232
8669,-242
8670,-238
8671,-246
8672,-240
8673,-244
8674,-234
8675,-234
8676,-232
8677,-230
8678,-250
8679,-252
8680,-250
8681,-256
8682,-220
8683,-234
8684,-248
8685,-230
8686,-242
8687,-274
8688,-242
8689,-204
8690,-246
8691,-258
8692,-218
8693,-246
8694,-256
8695,-234
8696,-224
8697,-252
8698,-260
8699,-232
8700,-224
8701,-246
8702,-242
8703,-226
8704,-254
8705,-252
8706,-240
8707,-240
8708,-248
8709,-244
8710,-250
8711,-198
8712,-206
8713,-320
8714,-290
8715,-122
8716,-194
8717,-350
8718,-218
8719,-174
8720,-296
8721,-242
8722,-184
8723,-276
8724,-278
8725,-188
8726,-244
8727,-276
8728,-200
8729,-218
8730,-270
8731,-228
8732,-244
8733,-254
8734,-226
8735,-228
8736,-262
8737,-238
8738,-248
8739,-240
8740,-218
8741,-228
8742,-246
8743,-226
8744,-248
8745,-254
8746,-234
8747,-238
8748,-244
8749,-236
8750,-228
8751,-250
8752,-232
8753,-226
8754,-240
8755,-246
8756,-232
8757,-240
8758,-238
8759,-242
8760,-236
8761,-246
8762,-254
8763,-250
8764,-230
8765,-240
8766,-242
8767,-214
8768,-240
8769,-258
8770,-248
8771,-220
8772,-246
8773,-240
8774,-220
8775,-244
8776,-254
8777,-234
8778,-226
8779,-230
8780,-264
8781,-240
8782,-232
8783,-240
8784,-238
8785,-242
8786,-248
8787,-230
8788,-236
8789,-242
8790,-218
8791,-284
8792,-312
8793,-134
8794,-104
8795,-368
8796,-378
8797,-88
8798,-188
8799,-348
8800,-184
8801,-192
8802,-332
8803,-230
8804,-158
8805,-300
8806,-258
8807,-164
8808,-262
8809,-298
8810,-228
8811,-222
8812,-238
8813,-232
8814,-260
8815,-274
8816,-246
8817,-224
8818,-236
8819,-216
8820,-244
8821,-260
8822,-236
8823,-242
8824,-236
8825,-214
8826,-244
8827,-256
8828,-238
8829,-228
8830,-256
8831,-242
8832,-236
8833,-254
8834,-242
8835,-226
8836,-226
8837,-234
8838,-230
8839,-250
8840,-252
8841,-256
8842,-240
8843,-242
8844,-246
8845,-228
8846,-226
8847,-250
8848,-260
8849,-206
8850,-224
8851,-262
8852,-244
8853,-224
8854,-252
8855,-250
8856,-212
8857,-254
8858,-240
8859,-228
8860,-246
8861,-238
8862,-228
8863,-248
8864,-252
8865,-242
8866,-222
8867,-232
8868,-238
8869,-252
8870,-226
8871,-190
8872,-266
8873,-348
8874,-212
8875,-114
8876,-284
8877,-310
8878,-166
8879,-228
8880,-298
8881,-188
8882,-216
8883,-304
8884,-228
8885,-192
8886,-282
8887,-252
8888,-184
8889,-246
8890,-268
8891,-242
8892,-250
8893,-240
8894,-196
8895,-228
8896,-240
10903,-248
10904,-226
10905,-252
10906,-226
10907,-214
10908,-244
10909,-242
10910,-236
10911,-240
10912,-238
10913,-228
10914,-238
10915,-250
10916,-218
10917,-232
10918,-240
10919,-226
10920,-230
10921,-242
10922,-242
10923,-254
10924,-264
10925,-220
10926,-262
10927,-254
10928,-234
10929,-248
10930,-236
10931,-220
10932,-244
10933,-254
10934,-240
10935,-230
10936,-242
10937,-240
10938,-242
10939,-248
10940,-250
10941,-240
10942,-232
10943,-236
10944,-234
10945,-252
10946,-250
10947,-198
10948,-200
10949,-312
10950,-272
10951,-144
10952,-246
10953,-308
10954,-200
10955,-234
10956,-296
10957,-216
10958,-196
10959,-258
10960,-258
10961,-214
10962,-246
10963,-272
10964,-220
10965,-224
10966,-256
10967,-234
10968,-258
10969,-254
10970,-202
10971,-228
10972,-246
10973,-234
10974,-256
10975,-246
10976,-216
10977,-244
10978,-242
10979,-228
10980,-258
10981,-254
10982,-224
10983,-238
10984,-244
10985,-232
10986,-256
10987,-246
10988,-226
10989,-242
10990,-232
10991,-234
10992,-250
10993,-248
10994,-228
10995,-240
10996,-244
10997,-234
10998,-246
10999,-236
11000,-236
11001,-240
11002,-234
11003,-218
11004,-242
11005,-256
11006,-226
11007,-232
11008,-254
11009,-228
11010,-216
11011,-242
11012,-244
11013,-232
11014,-236
11015,-234
11016,-242
11017,-242
11018,-234
11019,-222
11020,-234
11021,-254
11022,-230
11023,-238
11024,-250
11025,-246
11026,-214
11027,-264
11028,-284
11029,-176
11792,-244
11793,-244
11794,-238
11795,-238
11796,-222
11797,-234
11798,-236
11799,-238
11800,-210
11801,-212
11802,-226
11803,-242
11804,-256
11805,-246
11806,-252
11807,-232
11808,-220
11809,-236
11810,-256
11811,-228
11812,-232
11813,-224
11814,-230
11815,-234
11816,-250
11817,-246
11818,-242
11819,-244
11820,-226
11821,-218
11822,-222
11823,-228
11824,-224
11825,-240
11826,-284
11827,-254
11828,-144
11829,-196
11830,-354
11831,-216
11832,-162
11833,-326
11834,-204
11835,-158
11836,-310
11837,-202
11838,-218
11839,-286
11840,-190
11841,-230
11842,-276
11843,-220
11844,-248
11845,-272
11846,-194
11847,-212
11848,-240
11849,-250
11850,-236
11851,-230
11852,-242
11853,-236
11854,-216
11855,-264
11856,-236
11857,-218
11858,-248
11859,-216
11860,-206
11861,-256
11862,-250
11863,-218
11864,-260
11865,-248
11866,-224
11867,-252
11868,-240
11869,-200
11870,-262
11871,-214
11872,-246
11873,-256
11874,-236
11875,-232
11876,-258
11877,-236
11878,-212
11879,-254
11880,-254
11881,-234
11882,-240
11883,-250
11884,-228
11885,-228
11886,-238
11887,-250
11888,-242
11889,-232
11890,-222
11891,-228
11892,-236
11893,-234
11894,-238
11895,-232
11896,-240
11897,-252
11898,-240
11899,-240
11900,-244
11901,-228
11902,-234
11903,-258
11904,-252
11905,-218
11906,-220
11907,-272
11908,-260
11909,-164
11910,-256
11911,-314
11912,-164
11913,-224
11914,-300
11915,-194
11916,-248
11917,-268
11918,-180
12046,-226
12047,-246
12048,-226
12049,-228
12050,-244
12051,-242
12052,-250
12053,-236
12054,-248
12055,-234
12056,-242
12057,-244
12058,-234
12059,-232
12060,-248
12061,-224
12062,-228
12063,-260
12064,-226
12065,-192
12066,-240
12067,-300
12068,-234
12069,-164
12070,-300
12071,-260
12072,-162
12073,-304
12074,-244
12075,-180
12076,-292
12077,-226
12078,-208
12079,-290
12080,-226
12081,-208
12082,-262
12083,-226
12084,-236
12085,-268
12086,-256
12087,-222
12088,-238
12089,-240
12090,-228
12091,-236
12092,-252
12093,-246
12094,-224
12095,-244
12096,-232
12097,-226
12098,-256
12099,-256
12100,-220
12101,-248
12102,-238
12103,-212
12104,-242
12105,-246
12106,-228
12107,-236
12108,-250
12109,-228
12110,-234
12111,-250
12112,-236
12113,-232
12114,-242
12115,-242
12116,-232
12117,-246
12118,-250
12119,-230
12120,-228
12121,-242
12122,-234
12123,-244
12124,-240
12125,-238
12126,-228
12127,-234
12128,-244
12129,-230
12130,-230
12131,-234
12132,-238
12133,-238
12134,-240
12135,-252
12136,-250
12137,-244
12138,-246
12139,-238
12140,-252
12141,-248
12142,-234
12143,-212
12144,-224
12145,-276
12146,-246
12147,-168
12148,-206
12149,-348
12150,-202
12151,-132
12152,-346
12153,-228
12154,-142
12155,-336
12156,-200
12157,-186
12158,-302
12159,-192
12160,-202
12161,-294
12162,-214
12163,-202
12164,-288
12165,-212
12166,-216
12167,-240
12168,-240
12169,-218
12170,-240
12171,-258
12172,-240
12427,-238
12428,-250
12429,-224
12430,-240
12431,-252
12432,-250
12433,-248
12434,-230
12435,-246
12436,-230
12437,-242
12438,-246
12439,-230
12440,-238
12441,-236
12442,-218
12443,-228
12444,-242
12445,-234
12446,-224
12447,-228
12448,-242
12449,-232
12450,-230
12451,-248
12452,-236
12453,-238
12454,-240
12455,-240
12456,-236
12457,-242
12458,-240
12459,-228
12460,-232
12461,-232
12462,-222
12463,-236
12464,-278
12465,-276
12466,-174
12467,-162
12468,-336
12469,-286
12470,-110
12471,-284
12472,-258
12473,-144
12474,-322
12475,-248
12476,-154
12477,-288
12478,-226
12479,-178
12480,-280
12481,-234
12482,-218
12483,-256
12484,-226
12485,-194
12486,-238
12487,-254
12488,-240
12489,-228
12490,-234
12491,-234
12492,-218
12493,-258
12494,-256
12495,-224
12496,-248
12497,-234
12498,-210
12499,-256
12500,-246
12501,-234
12502,-236
12503,-238
12504,-238
12505,-246
12506,-248
12507,-228
12508,-234
12509,-252
12510,-236
12511,-224
12512,-238
12513,-242
12514,-228
12515,-230
12516,-254
12517,-252
12518,-230
12519,-242
12520,-248
12521,-228
12522,-234
12523,-238
12524,-232
12525,-232
12526,-250
12527,-232
12528,-244
12529,-244
12530,-242
12531,-228
12532,-240
12533,-260
12534,-228
12535,-220
12536,-248
12537,-236
12538,-218
12539,-240
12540,-252
12541,-226
12542,-234
12543,-238
12544,-208
12545,-208
12546,-264
12547,-260
12548,-186
12549,-186
12550,-264
12551,-218
12552,-202
12553,-298
13062,-238
13063,-240
13064,-224
13065,-230
13066,-242
13067,-250
13068,-236
13069,-246
13070,-244
13071,-232
13072,-234
13073,-242
13074,-238
13075,-222
13076,-234
13077,-254
13078,-240
13079,-226
13080,-242
13081,-242
13082,-232
13083,-236
13084,-236
13085,-226
13086,-230
13087,-242
13088,-232
13089,-240
13090,-244
13091,-242
13092,-230
13093,-256
13094,-246
13095,-246
13096,-230
13097,-236
13098,-226
13099,-226
13100,-238
13101,-250
13102,-222
13103,-258
13104,-276
13105,-208
13106,-134
13107,-292
13108,-322
13109,-128
13110,-220
13111,-282
13112,-128
13113,-266
13114,-316
13115,-180
13116,-256
13117,-250
13118,-198
13119,-262
13120,-240
13121,-206
13122,-234
13123,-236
13124,-208
13125,-220
13126,-254
13127,-242
13128,-224
13129,-228
13130,-246
13131,-218
13132,-258
13133,-256
13134,-234
13135,-230
13136,-256
13137,-226
13138,-240
13139,-262
13140,-226
13141,-228
13142,-244
13143,-228
13144,-238
13145,-250
13146,-226
13147,-234
13148,-238
13149,-228
13150,-232
13151,-244
13152,-264
13153,-218
13154,-244
13155,-242
13156,-230
13157,-232
13158,-238
13159,-256
13160,-228
13161,-224
13162,-244
13163,-254
13164,-232
13165,-236
13166,-240
13167,-232
13168,-228
13169,-244
13170,-242
13171,-232
13172,-242
13173,-244
13174,-236
13175,-236
13176,-242
13177,-234
13178,-236
13179,-252
13180,-236
13181,-216
13182,-248
13183,-232
13184,-190
13185,-254
13186,-316
13187,-250
13188,-156
13189,-258
13190,-278
13191,-176
13192,-276
13193,-260
13194,-188
13195,-262
13196,-260
13197,-232
13198,-246
13199,-224
13200,-226
13201,-236
13202,-242
13203,-234
13204,-248
13205,-222
13206,-204
13207,-250
13208,-242
13209,-224
13210,-262
13211,-246
13212,-208
13213,-246
13214,-240
13215,-218
13216,-266
13217,-240
13218,-216
13219,-258
13220,-246
13221,-232
13222,-244
13223,-244
13224,-218
13225,-234
13226,-242
13227,-224
13228,-240
13229,-250
13230,-236
13231,-224
13232,-238
13233,-232
13234,-220
13235,-224
13236,-242
13237,-242
13238,-238
13239,-232
13240,-234
13241,-252
13242,-230
13243,-240
13244,-248
13245,-222
13246,-240
13247,-244
13248,-226
13249,-242
13250,-244
13251,-230
13252,-242
13253,-256
13254,-234
13255,-222
13256,-248
13257,-244
13258,-226
13259,-242
13260,-252
13261,-228
13262,-222
13263,-288
13264,-282
13265,-170
13266,-160
13267,-352
13268,-268
13269,-126
13270,-316
13271,-238
13272,-134
13273,-314
13274,-264
13275,-160
13276,-250
13277,-250
13278,-226
13279,-242
13280,-264
13281,-242
13282,-236
13283,-252
13284,-200
13285,-212
13286,-282
13287,-232
13288,-210
13289,-252
13290,-226
13291,-202
13292,-284
13293,-254
13294,-222
13295,-248
13296,-234
13297,-226
13298,-258
13299,-210
13300,-230
13301,-256
13302,-224
13303,-230
13304,-258
13305,-246
13306,-224
13307,-228
13308,-232
13309,-226
13310,-228
13311,-232
13312,-230
13313,-224
13314,-230
13315,-244
14332,-236
14333,-228
14334,-224
14335,-272
14336,-256
14337,-222
14338,-246
14339,-224
14340,-252
14341,-242
14342,-226
14343,-250
14344,-240
14345,-224
14346,-250
14347,-242
14348,-240
14349,-234
14350,-234
14351,-242
14352,-236
14353,-234
14354,-248
14355,-244
14356,-234
14357,-224
14358,-242
14359,-242
14360,-226
14361,-250
14362,-236
14363,-222
14364,-232
14365,-242
14366,-246
14367,-234
14368,-236
14369,-236
14370,-242
14371,-248
14372,-242
14373,-224
14374,-226
14375,-234
14376,-234
14377,-248
14378,-250
14379,-224
14380,-214
14381,-284
14382,-264
14383,-162
14384,-158
14385,-338
14386,-274
14387,-128
14388,-312
14389,-256
14390,-136
14391,-304
14392,-268
14393,-188
14394,-240
14395,-250
14396,-234
14397,-242
14398,-256
14399,-246
14400,-222
14401,-240
14402,-226
14403,-210
14404,-266
14405,-266
14406,-204
14407,-246
14408,-224
14409,-202
14410,-270
14411,-246
14412,-222
14413,-256
14414,-222
14415,-212
14416,-260
14417,-240
14418,-232
14419,-250
14420,-228
14421,-228
14422,-260
14423,-228
14424,-230
14425,-248
14426,-236
14427,-226
14428,-240
14429,-244
14430,-236
14431,-228
14432,-232
14433,-242
14434,-254
14435,-226
14436,-238
14437,-242
14438,-240
14439,-222
14440,-250
14441,-240
14442,-220
14443,-234
14444,-240
14445,-228
14446,-250
14447,-252
14448,-218
14449,-234
14450,-256
14451,-230
14452,-210
14453,-234
14454,-238
14455,-230
14456,-236
14457,-248
14458,-236
